tau	"(1,2) 1"	"(1,2) 2"	"(1,2) 3"	"(1,3) 1"	"(1,3) 2"	"(1,3) 3"	"(1,4) 1"	"(1,4) 2"	"(1,4) 3"	"(2,3) 1"	"(2,3) 2"	"(2,3) 3"	"(2,4) 1"	"(2,4) 2"	"(2,4) 3"	"(3,4) 1"	"(3,4) 2"	"(3,4) 3"
0	0.286847474070167	0.0893669838642934	0.0123264805330062	0.286847474070167	0.0893669838642933	0.0123264805330062	0.286847474070167	0.0893669838642934	0.0123264805330062	0.24524560227127	0.115560754996931	0.027734581199264	0.24524560227127	0.115560754996931	0.027734581199264	0.236828213944332	0.116559428188263	0.0351532963348696
0.101010101010101	0.286847474070164	0.0893669838642946	0.0123264805330061	0.29155911003553	0.0900039412056761	0.0123264805330061	0.294678731975855	0.0904439362453891	0.0123264805330062	0.246241009420476	0.1111768487182	0.0259037966797647	0.248160184993051	0.111726104858598	0.0259134774894896	0.241127347415926	0.110357907855901	0.0315443984077066
0.202020202020202	0.286847474070164	0.0893669838642942	0.0123264805330062	0.296328941644807	0.0906210544903413	0.0123264805330062	0.302595508893438	0.0914775381628682	0.0123264805330061	0.247402019298309	0.106809373050609	0.0241030233153506	0.251263675807029	0.107852763763991	0.0241231267441658	0.246057389009901	0.104431188205064	0.0281286817522173
0.303030303030303	0.286847474070164	0.0893669838642945	0.0123264805330061	0.301073119582469	0.0912086223903907	0.0123264805330062	0.310423654102113	0.0924479815367766	0.0123264805330062	0.24870150016404	0.102528974504977	0.0223586298841799	0.254491618957384	0.103993757029649	0.0223873179447914	0.251532203239955	0.0989220036309241	0.0249706891550517
0.404040404040404	0.286847474070164	0.0893669838642944	0.0123264805330062	0.305709376590517	0.0917587331811295	0.0123264805330062	0.317995333694841	0.0933400941811249	0.0123264805330062	0.250103914595177	0.098401649991132	0.0206940471950682	0.257769757020058	0.100204416796792	0.0207280807682777	0.257417020458344	0.093941637135378	0.0221188754854729
0.505050505050505	0.286847474070164	0.0893669838642948	0.0123264805330061	0.310162258718809	0.09226560017333	0.0123264805330061	0.32516293892643	0.0941441557231619	0.0123264805330061	0.251568563128816	0.0944851024816754	0.0191287320163305	0.261021190656653	0.0965405807908408	0.0191645537290194	0.263542655966697	0.0895607458162146	0.0196024683013549
0.606060606060606	0.286847474070164	0.0893669838642943	0.0123264805330061	0.314367531014391	0.0927256677861358	0.0123264805330061	0.331809793189952	0.094855934240779	0.0123264805330061	0.253053299697089	0.0908259199703586	0.0176774822115003	0.264173707767588	0.0930552657217498	0.0177119963357263	0.269725735220848	0.0858065316374421	0.017430843716838
0.707070707070707	0.286847474070165	0.0893669838642947	0.0123264805330062	0.318275272588048	0.0931375059640236	0.0123264805330062	0.337856205872554	0.0954760500237855	0.0123264805330062	0.254518126622185	0.0874578476696541	0.0163501388589153	0.267165995704261	0.089794563306069	0.0163811310076183	0.275789923892042	0.0826661273832016	0.0155953218284298
0.808080808080808	0.286847474070164	0.0893669838642945	0.0123264805330061	0.321851407542238	0.0935015409232781	0.0123264805330061	0.34326043734348	0.0960089094046172	0.0123264805330061	0.255928148679562	0.0844012615899273	0.0151516654475671	0.269951742684988	0.08679395326306	0.0151779062823949	0.281583442656351	0.0800947702439114	0.0140728106109023
0.909090909090909	0.286847474070164	0.0893669838642944	0.0123264805330061	0.325077677687906	0.0938196857194684	0.0123264805330061	0.34801522105844	0.0964614879984595	0.0123264805330061	0.257255548201392	0.0816637755430177	0.0140825532793907	0.272501205603398	0.0840760494723837	0.0141036803106792	0.286989988185565	0.0780265233608271	0.0128304336733155
1.01010101010101	0.286847474070164	0.0893669838642946	0.0123264805330061	0.327950292127573	0.0940949342418467	0.0123264805330061	0.352141276277484	0.0968421917339858	0.0123264805330061	0.258480473997006	0.0792417617181224	0.0131394717040209	0.274800454195484	0.0816502028315025	0.0131557548126638	0.291932507482402	0.076385182878335	0.0118302382067176
1.11111111111111	0.286847474070164	0.0893669838642945	0.0123264805330061	0.330477640938268	0.0943309708210328	0.0123264805330061	0.355679507170058	0.0971599312324143	0.0123264805330061	0.259590946953055	0.0771224699973064	0.0123160656850914	0.276848959486167	0.0795137616179263	0.0123281476815384	0.296371089797423	0.0750935238167068	0.011033266905158
1.21212121212121	0.286847474070164	0.0893669838642945	0.0123264805330061	0.332677514407946	0.094531830535327	0.0123264805330061	0.358683353112349	0.097423455225743	0.0123264805330061	0.260582025337975	0.0752864075839658	0.0116038027424908	0.278656356644856	0.077654412624109	0.0116124768261075	0.300297101011854	0.0740798980528255	0.0104025878002602
1.31313131313131	0.286847474070164	0.0893669838642947	0.0123264805330061	0.334574234071897	0.0947016279142004	0.0123264805330061	0.361212250701225	0.0976409264468197	0.0123264805330061	0.261454526712416	0.0737096806767788	0.0109927846982518	0.280239111358598	0.0760529514001293	0.0109988375038844	0.303725682229833	0.0732820413529857	0.00990518789094699
1.41414141414141	0.286847474070164	0.0893669838642949	0.0123264805330061	0.336196006884333	0.0948443575856383	0.0123264805330061	0.363326634401548	0.097819692611722	0.0123264805330061	0.262213583902672	0.0723660804150311	0.0104724623139257	0.28161757798679	0.0746859619044095	0.0104765843408267	0.306688229648027	0.0726485285599854	0.00951286493499362
1.51515151515152	0.286847474070164	0.0893669838642944	0.0123264805330061	0.337572695779803	0.0949637609055205	0.0123264805330062	0.365084494981409	0.0979661979024813	0.0123264805330061	0.262867248393059	0.0712287883735314	0.0100322169738163	0.282813682371937	0.0735280924731896	0.0100349665995563	0.309225829148815	0.0721385716657026	0.00920236775750729
1.61616161616162	0.286847474070164	0.0893669838642944	0.0123264805330062	0.33873408920082	0.0950632475622325	0.0123264805330062	0.366539278904631	0.0980859862942591	0.0123264805330062	0.263425275601778	0.070271660205024	0.00966179766538669	0.283849267145985	0.0725538023989203	0.0096636000633317	0.311384065185078	0.0717208531943882	0.00895505512027838
1.71717171717172	0.286847474070164	0.0893669838642946	0.0123264805330062	0.339708667016636	0.0951458595528852	0.0123264805330062	0.367738821304978	0.0981837589763252	0.0123264805330062	0.263898154653087	0.0694701073578397	0.00935162008866758	0.284745022920378	0.0717385823085448	0.00935278440485584	0.313209245565956	0.0713719440527774	0.00875630332292349
1.81818181818182	0.286847474070164	0.0893669838642942	0.0123264805330061	0.340522806258731	0.0952142655530983	0.0123264805330061	0.368725007883451	0.0982634592164996	0.0123264805330061	0.264296391547658	0.0688016333954901	0.00909294647460026	0.285519881578448	0.071059720936725	0.00909368948596799	0.314745875529889	0.0710746720951324	0.00859482923720097
1.91919191919192	0.286847474070164	0.0893669838642944	0.0123264805330061	0.341200344114091	0.0952707754846417	0.0123264805330062	0.369533909235444	0.0983283672349434	0.0123264805330062	0.264630021285065	0.0682460968462527	0.00887797010648389	0.28619074382223	0.0704967163059496	0.00887843949280184	0.316035131280565	0.0708166458579204	0.00846203298621855
2.02020202020202	0.286847474070164	0.0893669838642946	0.0123264805330061	0.341762410324693	0.0953173672607781	0.0123264805330062	0.370196192473883	0.0983811944979553	0.0123264805330061	0.264908308433518	0.0677857729194973	0.00869982913729389	0.286772430602121	0.0700314283858045	0.00870012320155361	0.317114076219432	0.0705890206529524	0.00835141490851434
2.12121212121212	0.286847474070164	0.0893669838642943	0.0123264805330061	0.342227448593179	0.0953557197945878	0.0123264805330061	0.370737672379718	0.0984241715616968	0.0123264805330061	0.265139591786634	0.0674052780913249	0.00855257186332781	0.287277772643207	0.0696480566492932	0.00855275483076512	0.318015394478208	0.0703855215368898	0.0082580875745742
2.22222222222222	0.286847474070164	0.0893669838642943	0.0123264805330062	0.342611360207048	0.0953872481609234	0.0123264805330062	0.371179910881864	0.0984591266659543	0.0123264805330062	0.26533123213804	0.0670914094288257	0.00843109170960235	0.287717776171417	0.0693330082007094	0.00843120491333042	0.318767461516404	0.0702016995574881	0.00817838337879714
2.32323232323232	0.286847474070164	0.0893669838642945	0.0123264805330062	0.342927718310949	0.0954131382323779	0.0123264805330062	0.371540808392498	0.0984875541701319	0.0123264805330062	0.265489628999993	0.066832937871467	0.00833104592611564	0.288101822851407	0.069074704951786	0.00833111564441338	0.319394616907889	0.0700343823360314	0.00810954790553153
2.42424242424242	0.286847474070164	0.0893669838642947	0.0123264805330062	0.343188015416237	0.0954343791757616	0.0123264805330062	0.37183515489722	0.0985106730194391	0.0123264805330062	0.265620279764253	0.0666203833409424	0.00824876806218944	0.288437877126846	0.0688633637052283	0.00824881083796955	0.319917543722152	0.0698812777783039	0.00804950529391245
2.52525252525253	0.286847474070164	0.0893669838642946	0.0123264805330062	0.3434019185988	0.0954517929508913	0.0123264805330062	0.372075124975646	0.0985294760094942	0.0123264805330062	0.265727861935667	0.0664457902743075	0.00818118100018562	0.288732685031827	0.0686907715237194	0.00818120716483993	0.320353690123695	0.0697406938311383	0.00799668145860526
2.62626262626263	0.286847474070164	0.0893669838642942	0.0123264805330061	0.343577516077062	0.0954660604630997	0.0123264805330061	0.372270711281239	0.0985447708771772	0.0123264805330061	0.265816325029815	0.0663025150848074	0.00812571477469163	0.288991955957495	0.068550070239391	0.00812573073879202	0.320717692187356	0.0696113436794288	0.00794987242281572
2.72727272727273	0.286847474070164	0.0893669838642943	0.0123264805330061	0.343721545660553	0.0954777443467966	0.0123264805330062	0.372430097231076	0.0985572143144239	0.0123264805330061	0.265888983364547	0.066185031925489	0.00808023152915447	0.28922052367928	0.0684355579167187	0.00808024124963737	0.321021773622885	0.0694922124546136	0.0079081470796312
2.82828282828283	0.286847474070164	0.0893669838642943	0.0123264805330062	0.343839600315485	0.0954873085521034	0.0123264805330062	0.372559973106563	0.0985673399636157	0.0123264805330062	0.265948604393296	0.0660887596030572	0.00804295865855834	0.289422485924924	0.0683425109786093	0.00804296456750014	0.32127610953535	0.0693824674229551	0.00787077582044667
2.92929292929293	0.286847474070164	0.0893669838642946	0.0123264805330061	0.343936309258171	0.0954951350112539	0.0123264805330061	0.372665801424886	0.0985755813608996	0.0123264805330061	0.265997489632237	0.0660099101881791	0.00801243032866566	0.289601323476466	0.06826702804331	0.00801243391577175	0.321489148851594	0.0692813984235646	0.00783717837507383
